	CMx	CMy	CMz
	   0.0166866411	   0.0232237413	  -0.0106154427
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.8042223104	  -1.7550602455	  -0.2722615837
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0216931741	   0.0282302743	  -0.0156219756
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.7719374496	  -1.7984498530	  -0.2889323208
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0266997071	   0.0332368074	  -0.0206285085
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.7367530550	  -1.8358042777	  -0.3016524913
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0317062401	   0.0382433404	  -0.0256350414
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.7059404251	  -1.8705391793	  -0.3042019839
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0367127731	   0.0432498734	  -0.0306415743
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.6731677825	  -1.9004915708	  -0.2994171180
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0417193061	   0.0482564064	  -0.0356481072
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.6417165598	  -1.9279344261	  -0.2919488650
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0467258391	   0.0532629394	  -0.0406546401
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.6108630183	  -1.9479367546	  -0.2740256586
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0517323721	   0.0582694724	  -0.0456611730
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.5766903059	  -1.9582714084	  -0.2530279704
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0567389051	   0.0632760054	  -0.0506677059
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.5444229642	  -1.9663371165	  -0.2242899757
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0617454381	   0.0682825384	  -0.0556742388
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.5136047712	  -1.9703870871	  -0.1912748813
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0667519711	   0.0732890714	  -0.0606807717
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.4813431987	  -1.9709698717	  -0.1559220726
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0717585041	   0.0782956044	  -0.0656873046
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.4529464856	  -1.9747029720	  -0.1185615934
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0767650371	   0.0833021374	  -0.0706938375
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.4242784938	  -1.9731337807	  -0.0777566897
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0817715701	   0.0883086704	  -0.0757003703
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.3996695754	  -1.9746501870	  -0.0396186514
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0867781031	   0.0933152035	  -0.0807069032
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.3775756391	  -1.9737394877	  -0.0016715126
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0917846361	   0.0983217365	  -0.0857134361
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.3581922543	  -1.9696674035	   0.0353071352
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.0967911691	   0.1033282695	  -0.0907199690
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.3412324965	  -1.9607139559	   0.0689655740
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.1017977021	   0.1083348025	  -0.0957265019
Ground state dipole moment (Debye):
	Dx	Dy	Dz
	  -1.3259499456	  -1.9452712316	   0.0999987444
Center of Mass (Angs):
	CMx	CMy	CMz
	   0.1068042351	   0.1133413355	  -0.1007330348
Ground state dipole moment (Debye):
