11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.05 
11 -1.05 
11 -1.05 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.05 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.04 
11 -1.03 
11 -1.03 
11 -1.03 
11 -1.02 
11 -1.02 
11 -1.01 
11 -1.00 
11 -0.99 
11 -0.97 
11 -0.95 
11 -0.93 
11 -0.88 
11 -0.81 
11 -0.69 
2 -0.27 4 -0.27 11 -0.55 
2 -0.35 4 -0.35 11 -0.46 
2 -0.39 4 -0.39 11 -0.44 
0 -0.27 2 -0.41 3 +0.25 4 -0.41 11 -0.45 
0 -0.27 2 -0.41 3 +0.25 4 -0.41 11 -0.49 
2 -0.38 4 -0.38 11 -0.57 
0 +0.31 2 +0.36 4 +0.44 5 -0.26 11 -1.72 
0 +0.29 2 +0.32 4 +0.41 11 -1.65 
0 +0.25 2 +0.27 4 +0.36 11 -1.55 
4 +0.30 11 -1.45 
11 -1.34 
11 -1.25 
11 -1.17 
11 -1.11 
11 -1.05 
11 -1.00 
11 -0.96 
11 -0.93 
11 -0.91 
11 -0.89 
11 -0.87 
11 -0.86 
11 -0.85 
11 -0.84 
11 -0.83 
3 -0.25 11 -0.82 
3 -0.26 11 -0.81 
3 -0.28 11 -0.80 
3 -0.29 11 -0.79 
3 -0.30 11 -0.78 
3 -0.31 11 -0.77 
3 -0.32 11 -0.75 
3 -0.32 11 -0.74 
3 -0.33 11 -0.74 
3 -0.33 11 -0.73 
3 -0.33 11 -0.73 
3 -0.33 11 -0.73 
3 -0.33 11 -0.73 
3 -0.32 11 -0.74 
3 -0.31 11 -0.75 
3 -0.29 11 -0.76 
3 -0.28 11 -0.77 
3 -0.25 11 -0.78 
11 -0.79 
11 -0.80 
11 -0.81 
11 -0.82 
11 -0.83 
11 -0.84 
11 -0.86 
1 -0.31 11 -0.97 
1 -0.40 5 +0.34 11 -1.05 
1 -0.40 5 +0.34 11 -1.04 
11 -0.94 
11 -0.91 
5 -0.26 11 -0.87 
5 -0.29 11 -0.84 
5 -0.33 11 -0.79 
5 -0.39 11 -0.72 
5 -0.45 11 -0.65 
5 -0.52 11 -0.57 
5 -0.58 11 -0.48 
5 -0.63 11 -0.41 
5 -0.67 11 -0.35 
5 -0.70 11 -0.30 
5 -0.72 11 -0.26 
5 -0.74 
3 -0.26 5 -0.74 
3 -0.30 5 -0.75 
3 -0.33 5 -0.74 
3 -0.38 5 -0.74 
3 -0.41 5 -0.73 
3 -0.43 5 -0.71 
1 -0.26 3 -0.44 5 -0.70 
1 -0.30 3 -0.46 5 -0.68 
1 -0.35 3 -0.47 4 +0.25 5 -0.65 
1 -0.39 3 -0.48 4 +0.25 5 -0.62 
1 -0.44 2 +0.26 3 -0.48 4 +0.25 5 -0.59 
1 -0.49 2 +0.28 3 -0.49 4 +0.25 5 -0.55 
1 -0.53 2 +0.29 3 -0.49 5 -0.51 
1 -0.57 2 +0.30 3 -0.50 5 -0.47 
1 -0.60 2 +0.31 3 -0.50 5 -0.43 
1 -0.64 2 +0.31 3 -0.50 5 -0.39 
1 -0.66 2 +0.31 3 -0.50 5 -0.35 
1 -0.69 2 +0.31 3 -0.50 5 -0.32 
1 -0.71 2 +0.31 3 -0.50 5 -0.29 
1 -0.72 2 +0.31 3 -0.50 5 -0.27 
1 -0.73 2 +0.30 3 -0.50 
1 -0.74 2 +0.30 3 -0.51 
1 -0.74 2 +0.30 3 -0.51 
1 -0.74 2 +0.30 3 -0.52 
1 -0.73 2 +0.30 3 -0.53 
1 -0.72 2 +0.30 3 -0.55 
1 -0.71 2 +0.30 3 -0.56 
1 -0.69 2 +0.30 3 -0.58 
1 -0.67 2 +0.30 3 -0.60 
1 -0.64 2 +0.30 3 -0.61 
1 -0.63 2 +0.28 3 -0.63 
1 -0.60 2 +0.28 3 -0.64 
1 -0.58 2 +0.28 3 -0.66 
1 -0.54 2 +0.29 3 -0.67 5 -0.26 
1 -0.51 2 +0.28 3 -0.68 5 -0.28 
